collection_id,show_name,publisher,window_months,n_episodes,total_hours,median_ep_minutes,feed_truncated
1570432345,Firing Line with Margaret Hoover,Firing Line With Margaret Hoover,18,61,45.17,43.0,False
1570432345,Firing Line with Margaret Hoover,Firing Line With Margaret Hoover,24,82,59.59,42.9,False
1570432345,Firing Line with Margaret Hoover,Firing Line With Margaret Hoover,36,122,93.71,46.0,False
1818658022,"Life, Liberty & Levin Podcast",FOX News Podcasts,12,103,80.51,46.8,True
1818658022,"Life, Liberty & Levin Podcast",FOX News Podcasts,18,113,88.35,46.8,True
1818658022,"Life, Liberty & Levin Podcast",FOX News Podcasts,24,113,88.35,46.8,True
1818658022,"Life, Liberty & Levin Podcast",FOX News Podcasts,36,113,88.35,46.8,True
1634341981,Antiwar News With Dave DeCamp,Dave DeCamp,12,242,128.28,31.5,False
1634341981,Antiwar News With Dave DeCamp,Dave DeCamp,18,370,196.38,31.9,False
1634341981,Antiwar News With Dave DeCamp,Dave DeCamp,24,499,264.61,31.9,False
1634341981,Antiwar News With Dave DeCamp,Dave DeCamp,36,741,382.65,31.0,False
474763182,The Globalist,Monocle,12,100,98.46,58.9,True
474763182,The Globalist,Monocle,18,100,98.46,58.9,True
474763182,The Globalist,Monocle,24,100,98.46,58.9,True
474763182,The Globalist,Monocle,36,100,98.46,58.9,True
1871628261,The Harry Sisson Show,Harry Sisson,12,667,114.04,9.7,False
1871628261,The Harry Sisson Show,Harry Sisson,18,682,118.98,9.7,False
1871628261,The Harry Sisson Show,Harry Sisson,24,682,118.98,9.7,False
1871628261,The Harry Sisson Show,Harry Sisson,36,682,118.98,9.7,False
1788891712,It's A Numbers Game with Ryan Girdusky,iHeartPodcasts,12,139,87.47,37.3,True
1788891712,It's A Numbers Game with Ryan Girdusky,iHeartPodcasts,18,179,112.88,38.0,True
1788891712,It's A Numbers Game with Ryan Girdusky,iHeartPodcasts,24,181,113.16,37.8,True
1788891712,It's A Numbers Game with Ryan Girdusky,iHeartPodcasts,36,181,113.16,37.8,True
1654162813,The Kyle Seraphin Show,Kyle Seraphin,12,246,417.2,99.1,False
1654162813,The Kyle Seraphin Show,Kyle Seraphin,18,391,611.95,86.6,False
1654162813,The Kyle Seraphin Show,Kyle Seraphin,24,510,748.78,79.3,False
1654162813,The Kyle Seraphin Show,Kyle Seraphin,36,761,1053.6,73.3,False
1480605295,POLITICO Energy,POLITICO,12,173,37.15,10.2,False
1480605295,POLITICO Energy,POLITICO,18,293,58.44,10.0,False
1480605295,POLITICO Energy,POLITICO,24,402,76.91,9.7,False
1480605295,POLITICO Energy,POLITICO,36,640,112.34,9.1,False
1763234285,Autocracy in America,The Atlantic,12,19,10.68,34.9,True
1763234285,Autocracy in America,The Atlantic,18,22,11.72,33.6,True
1763234285,Autocracy in America,The Atlantic,24,29,15.1,33.4,True
1763234285,Autocracy in America,The Atlantic,36,29,15.1,33.4,True
1648125917,Stay Free with Russell Brand,Stay Free with Russell Brand,12,137,157.12,64.3,False
1648125917,Stay Free with Russell Brand,Stay Free with Russell Brand,18,226,258.06,64.1,False
1648125917,Stay Free with Russell Brand,Stay Free with Russell Brand,24,333,373.73,63.6,False
1648125917,Stay Free with Russell Brand,Stay Free with Russell Brand,36,543,542.77,62.4,False
1612691018,THE WEEKEND SHOW,Evergreen Podcasts,12,53,61.33,70.3,False
1612691018,THE WEEKEND SHOW,Evergreen Podcasts,18,79,93.45,71.0,False
1612691018,THE WEEKEND SHOW,Evergreen Podcasts,24,105,127.85,71.5,False
1612691018,THE WEEKEND SHOW,Evergreen Podcasts,36,157,194.58,74.7,False
1880163995,The Kyle Kulinski Show,Kyle Kulinski,12,231,364.26,94.8,False
1880163995,The Kyle Kulinski Show,Kyle Kulinski,18,335,527.85,94.8,False
1880163995,The Kyle Kulinski Show,Kyle Kulinski,24,437,661.79,90.7,False
1880163995,The Kyle Kulinski Show,Kyle Kulinski,36,640,912.26,86.4,False
1536984072,The Dishcast with Andrew Sullivan,Andrew Sullivan,12,50,40.33,49.5,False
1536984072,The Dishcast with Andrew Sullivan,Andrew Sullivan,18,76,62.84,50.1,False
1536984072,The Dishcast with Andrew Sullivan,Andrew Sullivan,24,98,80.51,49.9,False
1536984072,The Dishcast with Andrew Sullivan,Andrew Sullivan,36,145,115.98,47.9,False
1309354521,Majority 54,Majority 54,12,56,60.59,66.6,False
1309354521,Majority 54,Majority 54,18,99,109.51,67.3,False
1309354521,Majority 54,Majority 54,24,125,137.45,66.7,False
1309354521,Majority 54,Majority 54,36,180,193.83,65.0,False
1362265400,Timcast News,Timcast Media,12,195,243.31,72.8,False
1362265400,Timcast News,Timcast Media,18,302,406.25,74.8,False
1362265400,Timcast News,Timcast Media,24,409,591.02,82.2,False
1362265400,Timcast News,Timcast Media,36,613,867.24,81.8,False
1874174561,Hope For America with Heather Delaney Reese,Heather Delaney Reese,12,164,48.28,17.5,True
1874174561,Hope For America with Heather Delaney Reese,Heather Delaney Reese,18,164,48.28,17.5,True
1874174561,Hope For America with Heather Delaney Reese,Heather Delaney Reese,24,164,48.28,17.5,True
1874174561,Hope For America with Heather Delaney Reese,Heather Delaney Reese,36,164,48.28,17.5,True
124960485,"Best of the Left - Leftist Perspectives on Progressive Politics, News, Culture, Economics and Democracy","Best of the Left: Perspectives on Politics, Culture, and Economics",12,128,327.76,186.8,False
124960485,"Best of the Left - Leftist Perspectives on Progressive Politics, News, Culture, Economics and Democracy","Best of the Left: Perspectives on Politics, Culture, and Economics",18,198,474.9,178.9,False
124960485,"Best of the Left - Leftist Perspectives on Progressive Politics, News, Culture, Economics and Democracy","Best of the Left: Perspectives on Politics, Culture, and Economics",24,271,587.31,150.9,False
124960485,"Best of the Left - Leftist Perspectives on Progressive Politics, News, Culture, Economics and Democracy","Best of the Left: Perspectives on Politics, Culture, and Economics",36,407,722.43,73.0,False
1587936366,The Inside Story Podcast,Al Jazeera,12,359,146.89,24.7,True
1587936366,The Inside Story Podcast,Al Jazeera,18,500,204.57,24.7,True
1587936366,The Inside Story Podcast,Al Jazeera,24,500,204.57,24.7,True
1587936366,The Inside Story Podcast,Al Jazeera,36,500,204.57,24.7,True
1594728054,The Great America Show,Fawcett Strategies,12,473,220.49,32.3,False
1594728054,The Great America Show,Fawcett Strategies,18,748,371.61,33.0,False
1594728054,The Great America Show,Fawcett Strategies,24,956,480.08,33.6,False
1594728054,The Great America Show,Fawcett Strategies,36,1607,667.64,28.7,False
1767877239,No Gods No Mayors,The Office of the Mayor,12,53,38.25,14.4,True
1767877239,No Gods No Mayors,The Office of the Mayor,18,79,56.61,14.4,True
1767877239,No Gods No Mayors,The Office of the Mayor,24,98,70.42,36.6,True
1767877239,No Gods No Mayors,The Office of the Mayor,36,98,70.42,36.6,True
1549502623,Cleanup on Aisle 45 with AG & Harry Dunn,MSW Media,12,52,39.5,45.6,False
1549502623,Cleanup on Aisle 45 with AG & Harry Dunn,MSW Media,18,78,63.01,48.2,False
1549502623,Cleanup on Aisle 45 with AG & Harry Dunn,MSW Media,24,106,89.25,50.5,False
1549502623,Cleanup on Aisle 45 with AG & Harry Dunn,MSW Media,36,158,143.21,54.8,False
956270301,Rational Security,The Lawfare Institute,12,47,60.87,77.8,False
956270301,Rational Security,The Lawfare Institute,18,71,92.0,77.3,False
956270301,Rational Security,The Lawfare Institute,24,95,121.65,76.5,False
956270301,Rational Security,The Lawfare Institute,36,147,183.59,74.7,False
1548086514,The Arena,Father Josiah Trenham,12,116,38.87,15.3,False
1548086514,The Arena,Father Josiah Trenham,18,166,56.07,15.8,False
1548086514,The Arena,Father Josiah Trenham,24,225,78.49,18.0,False
1548086514,The Arena,Father Josiah Trenham,36,267,95.86,19.4,False
1155629323,The Reason Roundtable,The Reason Roundtable,12,57,65.33,68.4,True
1155629323,The Reason Roundtable,The Reason Roundtable,18,83,94.57,68.3,True
1155629323,The Reason Roundtable,The Reason Roundtable,24,100,113.21,67.3,True
1155629323,The Reason Roundtable,The Reason Roundtable,36,100,113.21,67.3,True
1868807558,Batya!,Batya,12,51,33.12,39.9,True
1868807558,Batya!,Batya,18,51,33.12,39.9,True
1868807558,Batya!,Batya,24,51,33.12,39.9,True
1868807558,Batya!,Batya,36,51,33.12,39.9,True
1592116227,The Breitbart News Daily Podcast,SiriusXM,12,220,182.5,50.2,False
1592116227,The Breitbart News Daily Podcast,SiriusXM,18,339,278.75,49.6,False
1592116227,The Breitbart News Daily Podcast,SiriusXM,24,452,370.64,49.1,False
1592116227,The Breitbart News Daily Podcast,SiriusXM,36,675,547.07,49.0,False
1809246826,The Keith Edwards Show,Keith Edwards,12,694,121.76,9.9,True
1809246826,The Keith Edwards Show,Keith Edwards,18,750,132.98,9.8,True
1809246826,The Keith Edwards Show,Keith Edwards,24,750,132.98,9.8,True
1809246826,The Keith Edwards Show,Keith Edwards,36,750,132.98,9.8,True
1060110806,The Nation Podcasts,The Nation Magazine,12,296,248.48,48.2,False
1060110806,The Nation Podcasts,The Nation Magazine,18,428,351.93,47.8,False
1060110806,The Nation Podcasts,The Nation Magazine,24,552,448.27,47.0,False
1060110806,The Nation Podcasts,The Nation Magazine,36,745,594.41,45.9,False
702998658,Week In Review,KUOW News and Information,12,49,42.5,51.9,False
702998658,Week In Review,KUOW News and Information,18,74,63.99,51.7,False
702998658,Week In Review,KUOW News and Information,24,97,84.36,51.7,False
702998658,Week In Review,KUOW News and Information,36,146,126.68,51.5,False
1493858530,Hood Politics with Prop,Cool Zone Media and iHeartPodcasts,12,104,49.16,23.0,False
1493858530,Hood Politics with Prop,Cool Zone Media and iHeartPodcasts,18,142,73.57,33.8,False
1493858530,Hood Politics with Prop,Cool Zone Media and iHeartPodcasts,24,168,97.1,40.2,False
1493858530,Hood Politics with Prop,Cool Zone Media and iHeartPodcasts,36,220,135.5,41.4,False
1485186805,Timothy Gordon Rules for Retrogrades Podcast,Timothy Gordon,12,101,139.45,74.5,False
1485186805,Timothy Gordon Rules for Retrogrades Podcast,Timothy Gordon,18,155,213.02,77.0,False
1485186805,Timothy Gordon Rules for Retrogrades Podcast,Timothy Gordon,24,198,263.38,75.2,False
1485186805,Timothy Gordon Rules for Retrogrades Podcast,Timothy Gordon,36,309,393.77,71.5,False
1567204040,The Drill Down with Peter Schweizer,Government Accountability Institute,12,51,23.83,27.3,False
1567204040,The Drill Down with Peter Schweizer,Government Accountability Institute,18,77,36.34,27.9,False
1567204040,The Drill Down with Peter Schweizer,Government Accountability Institute,24,101,48.29,28.3,False
1567204040,The Drill Down with Peter Schweizer,Government Accountability Institute,36,153,72.01,27.9,False
1869456664,What's The Plan? with Leah Greenberg and Ezra Levin,Indivisible,12,26,26.86,64.8,True
1869456664,What's The Plan? with Leah Greenberg and Ezra Levin,Indivisible,18,26,26.86,64.8,True
1869456664,What's The Plan? with Leah Greenberg and Ezra Levin,Indivisible,24,26,26.86,64.8,True
1869456664,What's The Plan? with Leah Greenberg and Ezra Levin,Indivisible,36,26,26.86,64.8,True
1599294971,Extremely American,NPR,12,2,0.11,3.4,False
1599294971,Extremely American,NPR,18,3,1.53,5.0,False
1599294971,Extremely American,NPR,24,9,4.65,29.5,False
1599294971,Extremely American,NPR,36,14,6.91,30.2,False
1614844654,Week In Review,FITSNews,12,48,44.95,53.7,False
1614844654,Week In Review,FITSNews,18,73,69.5,56.8,False
1614844654,Week In Review,FITSNews,24,96,90.33,54.9,False
1614844654,Week In Review,FITSNews,36,145,128.62,50.5,False
1751785203,Brad vs Everyone,iHeartPodcasts,12,236,129.83,32.0,True
1751785203,Brad vs Everyone,iHeartPodcasts,18,358,191.4,30.3,True
1751785203,Brad vs Everyone,iHeartPodcasts,24,476,247.0,29.9,True
1751785203,Brad vs Everyone,iHeartPodcasts,36,501,256.84,29.6,True
1871930209,Essential Minnesota,Minnesota Star Tribune,12,30,11.2,24.6,True
1871930209,Essential Minnesota,Minnesota Star Tribune,18,30,11.2,24.6,True
1871930209,Essential Minnesota,Minnesota Star Tribune,24,30,11.2,24.6,True
1871930209,Essential Minnesota,Minnesota Star Tribune,36,30,11.2,24.6,True
1599891719,Seattle Nice,"David Hyde, Erica Barnett, and Sandeep Kaushik",12,46,31.16,42.7,False
1599891719,Seattle Nice,"David Hyde, Erica Barnett, and Sandeep Kaushik",18,76,49.76,41.4,False
1599891719,Seattle Nice,"David Hyde, Erica Barnett, and Sandeep Kaushik",24,103,67.19,41.2,False
1599891719,Seattle Nice,"David Hyde, Erica Barnett, and Sandeep Kaushik",36,141,87.35,37.5,False
1368074498,The Lars Larson Show Pacific Northwest Podcast,Lars Larson,12,50,79.79,96.5,True
1368074498,The Lars Larson Show Pacific Northwest Podcast,Lars Larson,18,50,79.79,96.5,True
1368074498,The Lars Larson Show Pacific Northwest Podcast,Lars Larson,24,50,79.79,96.5,True
1368074498,The Lars Larson Show Pacific Northwest Podcast,Lars Larson,36,50,79.79,96.5,True
1800671132,Destiny,Destiny,12,432,604.16,66.0,True
1800671132,Destiny,Destiny,18,511,737.4,70.1,True
1800671132,Destiny,Destiny,24,511,737.4,70.1,True
1800671132,Destiny,Destiny,36,511,737.4,70.1,True
1801103648,The Nerd Reich,nerdreich,12,11,8.63,46.8,True
1801103648,The Nerd Reich,nerdreich,18,20,15.65,46.9,True
1801103648,The Nerd Reich,nerdreich,24,20,15.65,46.9,True
1801103648,The Nerd Reich,nerdreich,36,20,15.65,46.9,True
1208232103,The Buck Sexton Show,Premiere Networks,12,113,30.86,15.6,False
1208232103,The Buck Sexton Show,Premiere Networks,18,175,48.23,15.8,False
1208232103,The Buck Sexton Show,Premiere Networks,24,249,71.05,16.2,False
1208232103,The Buck Sexton Show,Premiere Networks,36,563,200.35,19.0,False
1485021241,The Reason Interview With Nick Gillespie,The Reason Interview With Nick Gillespie,12,65,60.73,58.1,True
1485021241,The Reason Interview With Nick Gillespie,The Reason Interview With Nick Gillespie,18,95,91.22,58.0,True
1485021241,The Reason Interview With Nick Gillespie,The Reason Interview With Nick Gillespie,24,100,95.97,58.1,True
1485021241,The Reason Interview With Nick Gillespie,The Reason Interview With Nick Gillespie,36,100,95.97,58.1,True
1884144340,Get Angry,"Bryan Andrews, ItsLuke",12,18,11.02,37.3,True
1884144340,Get Angry,"Bryan Andrews, ItsLuke",18,18,11.02,37.3,True
1884144340,Get Angry,"Bryan Andrews, ItsLuke",24,18,11.02,37.3,True
1884144340,Get Angry,"Bryan Andrews, ItsLuke",36,18,11.02,37.3,True
1606834013,The Josh Hammer Show,The Josh Hammer Show,12,100,70.48,42.2,True
1606834013,The Josh Hammer Show,The Josh Hammer Show,18,100,70.48,42.2,True
1606834013,The Josh Hammer Show,The Josh Hammer Show,24,100,70.48,42.2,True
1606834013,The Josh Hammer Show,The Josh Hammer Show,36,100,70.48,42.2,True
1714009198,Mea Culpa,Michael Cohen,12,83,94.0,69.0,False
1714009198,Mea Culpa,Michael Cohen,18,135,155.7,70.1,False
1714009198,Mea Culpa,Michael Cohen,24,187,224.59,72.4,False
1714009198,Mea Culpa,Michael Cohen,36,268,318.95,73.8,False
1839861250,The Moment with Jorge Ramos and Paola Ramos,iHeartPodcasts,12,43,33.33,47.4,True
1839861250,The Moment with Jorge Ramos and Paola Ramos,iHeartPodcasts,18,43,33.33,47.4,True
1839861250,The Moment with Jorge Ramos and Paola Ramos,iHeartPodcasts,24,43,33.33,47.4,True
1839861250,The Moment with Jorge Ramos and Paola Ramos,iHeartPodcasts,36,43,33.33,47.4,True
1659250199,"Mueller, She Wrote - When the Facts Were Fresh",MSW Media,12,0,0.0,0.0,False
1659250199,"Mueller, She Wrote - When the Facts Were Fresh",MSW Media,18,0,0.0,0.0,False
1659250199,"Mueller, She Wrote - When the Facts Were Fresh",MSW Media,24,0,0.0,0.0,False
1659250199,"Mueller, She Wrote - When the Facts Were Fresh",MSW Media,36,0,0.0,0.0,False
1449848509,I Don't Speak German,IDSG,12,23,30.43,80.0,False
1449848509,I Don't Speak German,IDSG,18,35,44.06,77.7,False
1449848509,I Don't Speak German,IDSG,24,52,61.79,74.7,False
1449848509,I Don't Speak German,IDSG,36,73,83.21,74.4,False
1556687660,Candace Owens,The Daily Wire,12,0,0.0,0.0,False
1556687660,Candace Owens,The Daily Wire,18,0,0.0,0.0,False
1556687660,Candace Owens,The Daily Wire,24,0,0.0,0.0,False
1556687660,Candace Owens,The Daily Wire,36,123,82.52,34.8,False
1633301179,Countdown with Keith Olbermann,iHeartPodcasts,12,91,86.64,58.9,False
1633301179,Countdown with Keith Olbermann,iHeartPodcasts,18,149,141.08,59.0,False
1633301179,Countdown with Keith Olbermann,iHeartPodcasts,24,244,216.92,54.4,False
1633301179,Countdown with Keith Olbermann,iHeartPodcasts,36,471,396.53,50.5,False
1482179882,The Mona Charen Show,The Bulwark,12,55,48.4,54.7,False
1482179882,The Mona Charen Show,The Bulwark,18,81,73.64,55.7,False
1482179882,The Mona Charen Show,The Bulwark,24,104,98.73,57.0,False
1482179882,The Mona Charen Show,The Bulwark,36,157,155.8,60.9,False
1112258664,Russian Roulette,Center for Strategic and International Studies,12,28,21.71,46.1,False
1112258664,Russian Roulette,Center for Strategic and International Studies,18,44,34.73,46.6,False
1112258664,Russian Roulette,Center for Strategic and International Studies,24,56,43.23,45.4,False
1112258664,Russian Roulette,Center for Strategic and International Studies,36,82,63.99,45.4,False
1871531782,Uncertain with DL Hughley,DL Hughley,12,26,19.48,46.3,True
1871531782,Uncertain with DL Hughley,DL Hughley,18,26,19.48,46.3,True
1871531782,Uncertain with DL Hughley,DL Hughley,24,26,19.48,46.3,True
1871531782,Uncertain with DL Hughley,DL Hughley,36,26,19.48,46.3,True
1721969693,Politix,Politix,12,51,33.0,39.0,True
1721969693,Politix,Politix,18,77,49.55,38.7,True
1721969693,Politix,Politix,24,102,66.83,38.9,True
1721969693,Politix,Politix,36,134,86.69,38.7,True
1351411911,The TPM Show with Josh and Kate,Talking Points Memo,12,51,48.16,57.4,False
1351411911,The TPM Show with Josh and Kate,Talking Points Memo,18,75,71.24,58.2,False
1351411911,The TPM Show with Josh and Kate,Talking Points Memo,24,101,98.78,60.1,False
1351411911,The TPM Show with Josh and Kate,Talking Points Memo,36,170,167.54,60.1,False
