guest_key,display_name,n_candidates,reason
hernandez|andrew|drew,Drew Hernandez,96,"name too common in DIME donor pool (n=96 same-name individuals, no recipient/candidate match) -- not search-tractable"
miller|brooke|brooke,Dr. Brooke Miller,65,"name too common in DIME donor pool (n=65 same-name individuals, no recipient/candidate match) -- not search-tractable"
ellis|jay|jay,Jay Ellis,36,"name too common in DIME donor pool (n=36 same-name individuals, no recipient/candidate match) -- not search-tractable"
schultz|daniel|dan,Dan Schultz,164,"name too common in DIME donor pool (n=164 same-name individuals, no recipient/candidate match) -- not search-tractable"
maxwell|steven|steve,Steve Maxwell,63,"name too common in DIME donor pool (n=63 same-name individuals, no recipient/candidate match) -- not search-tractable"
marsh|kevin|kevin,Kevin Marsh,40,"name too common in DIME donor pool (n=40 same-name individuals, no recipient/candidate match) -- not search-tractable"
young|scott|scott,Dr Scott Young,328,"name too common in DIME donor pool (n=328 same-name individuals, no recipient/candidate match) -- not search-tractable"
hodges|daniel|daniel,Daniel Hodges,62,"name too common in DIME donor pool (n=62 same-name individuals, no recipient/candidate match) -- not search-tractable"
christopher|thomas|tommy,Tommy Christopher,76,"name too common in DIME donor pool (n=76 same-name individuals, no recipient/candidate match) -- not search-tractable"
brennan|christine|christine,Christine Brennan,53,"name too common in DIME donor pool (n=53 same-name individuals, no recipient/candidate match) -- not search-tractable"
herman|steven|steve,Steve Herman,103,"name too common in DIME donor pool (n=103 same-name individuals, no recipient/candidate match) -- not search-tractable"
hudson|john|john,John Hudson,368,"name too common in DIME donor pool (n=368 same-name individuals, no recipient/candidate match) -- not search-tractable"
firestone|david|david,David Firestone,24,"name too common in DIME donor pool (n=24 same-name individuals, no recipient/candidate match) -- not search-tractable"
castillo|elizabeth|elizabeth,Elizabeth Castillo,55,"name too common in DIME donor pool (n=55 same-name individuals, no recipient/candidate match) -- not search-tractable"
sanchez|stephen|stephen,Stephen Sanchez,37,"name too common in DIME donor pool (n=37 same-name individuals, no recipient/candidate match) -- not search-tractable"
nye|william|bill,Bill Nye,58,"name too common in DIME donor pool (n=58 same-name individuals, no recipient/candidate match) -- not search-tractable"
daniels|jeff|jeff,Jeff Daniels,44,"name too common in DIME donor pool (n=44 same-name individuals, no recipient/candidate match) -- not search-tractable"
phelps|michael|michael,Michael Phelps,123,"name too common in DIME donor pool (n=123 same-name individuals, no recipient/candidate match) -- not search-tractable"
snow|katherine|kate,Kate Snow,62,"name too common in DIME donor pool (n=62 same-name individuals, no recipient/candidate match) -- not search-tractable"
thompson|anne|anne,Anne Thompson,241,"name too common in DIME donor pool (n=241 same-name individuals, no recipient/candidate match) -- not search-tractable"
howe|amelia|amy,Amy Howe,29,"name too common in DIME donor pool (n=29 same-name individuals, no recipient/candidate match) -- not search-tractable"
landers|elizabeth|liz,Liz Landers,21,"name too common in DIME donor pool (n=21 same-name individuals, no recipient/candidate match) -- not search-tractable"
yeomans|william|bill,Bill Yeomans,22,"name too common in DIME donor pool (n=22 same-name individuals, no recipient/candidate match) -- not search-tractable"
horton|alexander|alex,Alex Horton,29,"name too common in DIME donor pool (n=29 same-name individuals, no recipient/candidate match) -- not search-tractable"
diamond|daniel|dan,Dan Diamond,34,"name too common in DIME donor pool (n=34 same-name individuals, no recipient/candidate match) -- not search-tractable"
walden|james|jim,Jim Walden,69,"name too common in DIME donor pool (n=69 same-name individuals, no recipient/candidate match) -- not search-tractable"
caldwell|leslie|leslie,Leslie Caldwell,38,"name too common in DIME donor pool (n=38 same-name individuals, no recipient/candidate match) -- not search-tractable"
kim|seung|seung min,Seung Min Kim,87,"name too common in DIME donor pool (n=87 same-name individuals, no recipient/candidate match) -- not search-tractable"
summers|larry|larry,Larry Summers,31,"name too common in DIME donor pool (n=31 same-name individuals, no recipient/candidate match) -- not search-tractable"
gleeson|john|john,Judge John Gleeson,26,"name too common in DIME donor pool (n=26 same-name individuals, no recipient/candidate match) -- not search-tractable"
clement|paul|paul,Paul Clement,28,"name too common in DIME donor pool (n=28 same-name individuals, no recipient/candidate match) -- not search-tractable"
lu|christopher|chris,Chris Lu,22,"name too common in DIME donor pool (n=22 same-name individuals, no recipient/candidate match) -- not search-tractable"
harris|lindsay|lindsay,Lindsay Harris,43,"name too common in DIME donor pool (n=43 same-name individuals, no recipient/candidate match) -- not search-tractable"
reiner|robert|rob,Rob Reiner,38,"name too common in DIME donor pool (n=38 same-name individuals, no recipient/candidate match) -- not search-tractable"
lynch|timothy|tim,Tim Lynch,228,"name too common in DIME donor pool (n=228 same-name individuals, no recipient/candidate match) -- not search-tractable"
weiner|scott|scott,Scott Weiner,38,"name too common in DIME donor pool (n=38 same-name individuals, no recipient/candidate match) -- not search-tractable"
wallace|amelia|amy,Amy Wallace,81,"name too common in DIME donor pool (n=81 same-name individuals, no recipient/candidate match) -- not search-tractable"
hampton|ryan|ryan,Ryan Hampton,21,"name too common in DIME donor pool (n=21 same-name individuals, no recipient/candidate match) -- not search-tractable"
giles|john|john,John Giles,114,"name too common in DIME donor pool (n=114 same-name individuals, no recipient/candidate match) -- not search-tractable"
barry|francis|francis,Francis Barry,35,"name too common in DIME donor pool (n=35 same-name individuals, no recipient/candidate match) -- not search-tractable"
nguyen|tina|tina,Tina Nguyen,67,"name too common in DIME donor pool (n=67 same-name individuals, no recipient/candidate match) -- not search-tractable"
ward|jonathan|jonathan,Jonathan Ward,147,"name too common in DIME donor pool (n=147 same-name individuals, no recipient/candidate match) -- not search-tractable"
harper|lauren|lauren,Lauren Harper,38,"name too common in DIME donor pool (n=38 same-name individuals, no recipient/candidate match) -- not search-tractable"
spencer|kyle|kyle,Kyle Spencer,28,"name too common in DIME donor pool (n=28 same-name individuals, no recipient/candidate match) -- not search-tractable"
brandon|robert|bob,Bob Brandon,81,"name too common in DIME donor pool (n=81 same-name individuals, no recipient/candidate match) -- not search-tractable"
matthews|susan|susan,Susan Matthews,144,"name too common in DIME donor pool (n=144 same-name individuals, no recipient/candidate match) -- not search-tractable"
simmons|rachel|rachel,Rachel Simmons,42,"name too common in DIME donor pool (n=42 same-name individuals, no recipient/candidate match) -- not search-tractable"
singer|peter|peter,Peter Singer,28,"name too common in DIME donor pool (n=28 same-name individuals, no recipient/candidate match) -- not search-tractable"
scott|rose|rose,Rose Scott,59,"name too common in DIME donor pool (n=59 same-name individuals, no recipient/candidate match) -- not search-tractable"
bloom|amelia|amy,Amy Bloom,25,"name too common in DIME donor pool (n=25 same-name individuals, no recipient/candidate match) -- not search-tractable"
williams|florence|florence,Florence Williams,78,"name too common in DIME donor pool (n=78 same-name individuals, no recipient/candidate match) -- not search-tractable"
brooks|geraldine|geraldine,Geraldine Brooks,34,"name too common in DIME donor pool (n=34 same-name individuals, no recipient/candidate match) -- not search-tractable"
rennie|david|david,David Rennie,21,"name too common in DIME donor pool (n=21 same-name individuals, no recipient/candidate match) -- not search-tractable"
auerbach|david|david,David Auerbach,53,"name too common in DIME donor pool (n=53 same-name individuals, no recipient/candidate match) -- not search-tractable"
marcus|david|david,David Marcus,109,"name too common in DIME donor pool (n=109 same-name individuals, no recipient/candidate match) -- not search-tractable"
abraham|joseph|joe,Joe Abraham,87,"name too common in DIME donor pool (n=87 same-name individuals, no recipient/candidate match) -- not search-tractable"
welch|susan|suzy,Suzy Welch,190,"name too common in DIME donor pool (n=190 same-name individuals, no recipient/candidate match) -- not search-tractable"
anderson|clayton|clayton,Clayton Anderson,55,"name too common in DIME donor pool (n=55 same-name individuals, no recipient/candidate match) -- not search-tractable"
paul|jeff|jeff,Jeff Paul,26,"name too common in DIME donor pool (n=26 same-name individuals, no recipient/candidate match) -- not search-tractable"
evans|tyler|tyler,Dr. Tyler Evans,43,"name too common in DIME donor pool (n=43 same-name individuals, no recipient/candidate match) -- not search-tractable"
miles|christine|christine,Christine Miles,32,"name too common in DIME donor pool (n=32 same-name individuals, no recipient/candidate match) -- not search-tractable"
marino|charles|charles,Charles Marino,43,"name too common in DIME donor pool (n=43 same-name individuals, no recipient/candidate match) -- not search-tractable"
finn|matthew|matt,Matt Finn,22,"name too common in DIME donor pool (n=22 same-name individuals, no recipient/candidate match) -- not search-tractable"
adams|alexander|alex,Alex Adams,93,"name too common in DIME donor pool (n=93 same-name individuals, no recipient/candidate match) -- not search-tractable"
herman|john|john,John Herman,146,"name too common in DIME donor pool (n=146 same-name individuals, no recipient/candidate match) -- not search-tractable"
sweet|jonathan|jon,Jon Sweet,34,"name too common in DIME donor pool (n=34 same-name individuals, no recipient/candidate match) -- not search-tractable"
morris|jonathan|jonathan,Jonathan Morris,170,"name too common in DIME donor pool (n=170 same-name individuals, no recipient/candidate match) -- not search-tractable"
franco|john|john,John Franco,101,"name too common in DIME donor pool (n=101 same-name individuals, no recipient/candidate match) -- not search-tractable"
rosen|neil|neil,Neil Rosen,24,"name too common in DIME donor pool (n=24 same-name individuals, no recipient/candidate match) -- not search-tractable"
schwartz|victor|victor owen,Victor Owen Schwartz,23,"name too common in DIME donor pool (n=23 same-name individuals, no recipient/candidate match) -- not search-tractable"
friedman|lori|lori,Lori Friedman,24,"name too common in DIME donor pool (n=24 same-name individuals, no recipient/candidate match) -- not search-tractable"
parker|nicole|nicole,Nicole Parker,41,"name too common in DIME donor pool (n=41 same-name individuals, no recipient/candidate match) -- not search-tractable"
gorman|matthew|matt,Matt Gorman,31,"name too common in DIME donor pool (n=31 same-name individuals, no recipient/candidate match) -- not search-tractable"
tobin|michael|mike,Mike Tobin,127,"name too common in DIME donor pool (n=127 same-name individuals, no recipient/candidate match) -- not search-tractable"
esposito|anthony|anthony,Anthony Esposito,111,"name too common in DIME donor pool (n=111 same-name individuals, no recipient/candidate match) -- not search-tractable"
lovell|christopher|chris,Chris Lovell,24,"name too common in DIME donor pool (n=24 same-name individuals, no recipient/candidate match) -- not search-tractable"
meredith|mark|mark,Mark Meredith,28,"name too common in DIME donor pool (n=28 same-name individuals, no recipient/candidate match) -- not search-tractable"
jacobsen|brian|brian,Brian Jacobsen,21,"name too common in DIME donor pool (n=21 same-name individuals, no recipient/candidate match) -- not search-tractable"
patterson|eric|eric,Dr. Eric Patterson,56,"name too common in DIME donor pool (n=56 same-name individuals, no recipient/candidate match) -- not search-tractable"
jacobson|william|william,William Jacobson,113,"name too common in DIME donor pool (n=113 same-name individuals, no recipient/candidate match) -- not search-tractable"
jacobson|brian|brian,Brian Jacobson,56,"name too common in DIME donor pool (n=56 same-name individuals, no recipient/candidate match) -- not search-tractable"
brunner|daniel|daniel,Daniel Brunner,24,"name too common in DIME donor pool (n=24 same-name individuals, no recipient/candidate match) -- not search-tractable"
brown|cooper|cooper,Cooper Brown,30,"name too common in DIME donor pool (n=30 same-name individuals, no recipient/candidate match) -- not search-tractable"
mahoney|kenneth|ken,Ken Mahoney,25,"name too common in DIME donor pool (n=25 same-name individuals, no recipient/candidate match) -- not search-tractable"
christensen|kenneth|ken,Ken Christensen,64,"name too common in DIME donor pool (n=64 same-name individuals, no recipient/candidate match) -- not search-tractable"
walsh|courtney|courtney,Courtney Walsh,36,"name too common in DIME donor pool (n=36 same-name individuals, no recipient/candidate match) -- not search-tractable"
horn|jonathan|jonathan,Jonathan Horn,37,"name too common in DIME donor pool (n=37 same-name individuals, no recipient/candidate match) -- not search-tractable"
stone|susan|susan,Susan Stone,379,"name too common in DIME donor pool (n=379 same-name individuals, no recipient/candidate match) -- not search-tractable"
"buckley|matthew|matthew ""whiz""","Matthew ""Whiz"" Buckley",47,"name too common in DIME donor pool (n=47 same-name individuals, no recipient/candidate match) -- not search-tractable"
woods|jay|jay,Jay Woods,22,"name too common in DIME donor pool (n=22 same-name individuals, no recipient/candidate match) -- not search-tractable"
schmitz|mark|mark,Mark Schmitz,40,"name too common in DIME donor pool (n=40 same-name individuals, no recipient/candidate match) -- not search-tractable"
sherman|kyle|kyle,Kyle Sherman,25,"name too common in DIME donor pool (n=25 same-name individuals, no recipient/candidate match) -- not search-tractable"
pollack|andrew|andrew,Andrew Pollack,26,"name too common in DIME donor pool (n=26 same-name individuals, no recipient/candidate match) -- not search-tractable"
shapiro|gary|gary,Gary Shapiro,79,"name too common in DIME donor pool (n=79 same-name individuals, no recipient/candidate match) -- not search-tractable"
haas|richard|richard,Richard Haas,100,"name too common in DIME donor pool (n=100 same-name individuals, no recipient/candidate match) -- not search-tractable"
barrett|amelia|amy coney,Amy Coney Barrett,38,"name too common in DIME donor pool (n=38 same-name individuals, no recipient/candidate match) -- not search-tractable"
rosen|jeff|jeff,Jeff Rosen,24,"name too common in DIME donor pool (n=24 same-name individuals, no recipient/candidate match) -- not search-tractable"
ho|james|james,Judge James Ho,61,"name too common in DIME donor pool (n=61 same-name individuals, no recipient/candidate match) -- not search-tractable"
sanders|anthony|anthony,Anthony Sanders,75,"name too common in DIME donor pool (n=75 same-name individuals, no recipient/candidate match) -- not search-tractable"
proctor|david|david,Judge David Proctor,84,"name too common in DIME donor pool (n=84 same-name individuals, no recipient/candidate match) -- not search-tractable"
norris|alan|alan,Judge Alan Norris,22,"name too common in DIME donor pool (n=22 same-name individuals, no recipient/candidate match) -- not search-tractable"
brown|megan|megan l,Megan L. Brown,176,"name too common in DIME donor pool (n=176 same-name individuals, no recipient/candidate match) -- not search-tractable"
barlow|katherine|katie,Katie Barlow,28,"name too common in DIME donor pool (n=28 same-name individuals, no recipient/candidate match) -- not search-tractable"
clark|kyle|kyle,Kyle Clark,107,"name too common in DIME donor pool (n=107 same-name individuals, no recipient/candidate match) -- not search-tractable"
leitch|william|will,Will Leitch,23,"name too common in DIME donor pool (n=23 same-name individuals, no recipient/candidate match) -- not search-tractable"
wolf|robert|robert,Robert Wolf,388,"name too common in DIME donor pool (n=388 same-name individuals, no recipient/candidate match) -- not search-tractable"
whitaker|mark|mark,Mark Whitaker,56,"name too common in DIME donor pool (n=56 same-name individuals, no recipient/candidate match) -- not search-tractable"
sheffield|robert|rob,Rob Sheffield,48,"name too common in DIME donor pool (n=48 same-name individuals, no recipient/candidate match) -- not search-tractable"
black|jack|jack,Jack Black,46,"name too common in DIME donor pool (n=46 same-name individuals, no recipient/candidate match) -- not search-tractable"
hughes|allen|allen,Allen Hughes,50,"name too common in DIME donor pool (n=50 same-name individuals, no recipient/candidate match) -- not search-tractable"
white|jeremy|jeremy,Jeremy White,88,"name too common in DIME donor pool (n=88 same-name individuals, no recipient/candidate match) -- not search-tractable"
strong|daniel|danny,Danny Strong,49,"name too common in DIME donor pool (n=49 same-name individuals, no recipient/candidate match) -- not search-tractable"
lucas|keith|keith,Keith Lucas,33,"name too common in DIME donor pool (n=33 same-name individuals, no recipient/candidate match) -- not search-tractable"
eisen|richard|rich,Rich Eisen,23,"name too common in DIME donor pool (n=23 same-name individuals, no recipient/candidate match) -- not search-tractable"
wright|darrell|darrell,Dr. Darrell Wright,30,"name too common in DIME donor pool (n=30 same-name individuals, no recipient/candidate match) -- not search-tractable"
sutton|samuel|sam,Sam Sutton,27,"name too common in DIME donor pool (n=27 same-name individuals, no recipient/candidate match) -- not search-tractable"
kruse|michael|michael,Michael Kruse,50,"name too common in DIME donor pool (n=50 same-name individuals, no recipient/candidate match) -- not search-tractable"
howard|andrew|andrew,Andrew Howard,144,"name too common in DIME donor pool (n=144 same-name individuals, no recipient/candidate match) -- not search-tractable"
jacobs|benjamin|ben,Ben Jacobs,64,"name too common in DIME donor pool (n=64 same-name individuals, no recipient/candidate match) -- not search-tractable"
shepard|steven|steve,Steve Shepard,46,"name too common in DIME donor pool (n=46 same-name individuals, no recipient/candidate match) -- not search-tractable"
foley|katherine|katherine,Katherine Foley,100,"name too common in DIME donor pool (n=100 same-name individuals, no recipient/candidate match) -- not search-tractable"
lopez|steven|steve,Steve Lopez,149,"name too common in DIME donor pool (n=149 same-name individuals, no recipient/candidate match) -- not search-tractable"
gardner|anthony|anthony,Anthony Gardner,57,"name too common in DIME donor pool (n=57 same-name individuals, no recipient/candidate match) -- not search-tractable"
byers|daniel|dan,Dan Byers,46,"name too common in DIME donor pool (n=46 same-name individuals, no recipient/candidate match) -- not search-tractable"
carter|sara|sara,Sara Carter,60,"name too common in DIME donor pool (n=60 same-name individuals, no recipient/candidate match) -- not search-tractable"
anderson|clay|clay,Clay Anderson,27,"name too common in DIME donor pool (n=27 same-name individuals, no recipient/candidate match) -- not search-tractable"
rosen|james|james,James Rosen,69,"name too common in DIME donor pool (n=69 same-name individuals, no recipient/candidate match) -- not search-tractable"
morgan|mark|mark,Mark Morgan,251,"name too common in DIME donor pool (n=251 same-name individuals, no recipient/candidate match) -- not search-tractable"
davis|shannon|shannon,Shannon Davis,160,"name too common in DIME donor pool (n=160 same-name individuals, no recipient/candidate match) -- not search-tractable"
lott|john|john,John Lott,56,"name too common in DIME donor pool (n=56 same-name individuals, no recipient/candidate match) -- not search-tractable"
burnham|james|james,James Burnham,80,"name too common in DIME donor pool (n=80 same-name individuals, no recipient/candidate match) -- not search-tractable"
gruber|steven|steve,Steve Gruber,21,"name too common in DIME donor pool (n=21 same-name individuals, no recipient/candidate match) -- not search-tractable"
morrissey|edward|ed,Ed Morrissey,22,"name too common in DIME donor pool (n=22 same-name individuals, no recipient/candidate match) -- not search-tractable"
coleman|adam|adam,Adam Coleman,26,"name too common in DIME donor pool (n=26 same-name individuals, no recipient/candidate match) -- not search-tractable"
powell|scott|scott,Scott Powell,152,"name too common in DIME donor pool (n=152 same-name individuals, no recipient/candidate match) -- not search-tractable"
rosenberg|joel|joel,Joel Rosenberg,43,"name too common in DIME donor pool (n=43 same-name individuals, no recipient/candidate match) -- not search-tractable"
constantino|anthony|anthony,Anthony Constantino,22,"name too common in DIME donor pool (n=22 same-name individuals, no recipient/candidate match) -- not search-tractable"
lawson|richard|richard,Richard Lawson,180,"name too common in DIME donor pool (n=180 same-name individuals, no recipient/candidate match) -- not search-tractable"
giordano|nicholas|nicholas,Nicholas Giordano,33,"name too common in DIME donor pool (n=33 same-name individuals, no recipient/candidate match) -- not search-tractable"
valdez|luis|luis,Luis Valdez,48,"name too common in DIME donor pool (n=48 same-name individuals, no recipient/candidate match) -- not search-tractable"
brock|kevin|kevin,Kevin Brock,21,"name too common in DIME donor pool (n=21 same-name individuals, no recipient/candidate match) -- not search-tractable"
piper|gregory|greg,Greg Piper,23,"name too common in DIME donor pool (n=23 same-name individuals, no recipient/candidate match) -- not search-tractable"
walker|ryan|ryan,Ryan Walker,137,"name too common in DIME donor pool (n=137 same-name individuals, no recipient/candidate match) -- not search-tractable"
mills|mark|mark,Mark Mills,126,"name too common in DIME donor pool (n=126 same-name individuals, no recipient/candidate match) -- not search-tractable"
costello|robert|bob,Bob Costello,141,"name too common in DIME donor pool (n=141 same-name individuals, no recipient/candidate match) -- not search-tractable"
perry|sarah|sarah parshall,Sarah Parshall Perry,103,"name too common in DIME donor pool (n=103 same-name individuals, no recipient/candidate match) -- not search-tractable"
adams|lauren|lauren,Lauren Adams,75,"name too common in DIME donor pool (n=75 same-name individuals, no recipient/candidate match) -- not search-tractable"
schultz|heather|heather,Heather Schultz,30,"name too common in DIME donor pool (n=30 same-name individuals, no recipient/candidate match) -- not search-tractable"
ortiz|alfredo|alfredo,Alfredo Ortiz,23,"name too common in DIME donor pool (n=23 same-name individuals, no recipient/candidate match) -- not search-tractable"
packer|john|john,Professor John Packer,22,"name too common in DIME donor pool (n=22 same-name individuals, no recipient/candidate match) -- not search-tractable"
isaac|john|john paul mac,John Paul Mac Isaac,25,"name too common in DIME donor pool (n=25 same-name individuals, no recipient/candidate match) -- not search-tractable"
keating|susan|susan katz,Susan Katz Keating,32,"name too common in DIME donor pool (n=32 same-name individuals, no recipient/candidate match) -- not search-tractable"
clarke|richard|richard,Richard Clarke,160,"name too common in DIME donor pool (n=160 same-name individuals, no recipient/candidate match) -- not search-tractable"
stanford|john|john,John Stanford,55,"name too common in DIME donor pool (n=55 same-name individuals, no recipient/candidate match) -- not search-tractable"
howes|thomas|thomas d,Thomas D. Howes,30,"name too common in DIME donor pool (n=30 same-name individuals, no recipient/candidate match) -- not search-tractable"
hoffman|elizabeth|liz,Liz Hoffman,201,"name too common in DIME donor pool (n=201 same-name individuals, no recipient/candidate match) -- not search-tractable"
brooks|arthur|arthur,Arthur Brooks,51,"name too common in DIME donor pool (n=51 same-name individuals, no recipient/candidate match) -- not search-tractable"
collier|andrew|andrew,Andrew Collier,24,"name too common in DIME donor pool (n=24 same-name individuals, no recipient/candidate match) -- not search-tractable"
lambert|andrew|andrew,Andrew Lambert,48,"name too common in DIME donor pool (n=48 same-name individuals, no recipient/candidate match) -- not search-tractable"
wang|daniel|dan,Dan Wang,80,"name too common in DIME donor pool (n=80 same-name individuals, no recipient/candidate match) -- not search-tractable"
lehman|charles|charles fain,Charles Fain Lehman,67,"name too common in DIME donor pool (n=67 same-name individuals, no recipient/candidate match) -- not search-tractable"
bloom|paul|paul,Paul Bloom,35,"name too common in DIME donor pool (n=35 same-name individuals, no recipient/candidate match) -- not search-tractable"
hudson|alexander|alex,Alex Hudson,21,"name too common in DIME donor pool (n=21 same-name individuals, no recipient/candidate match) -- not search-tractable"
kaplan|robert|robert d,Robert D. Kaplan,270,"name too common in DIME donor pool (n=270 same-name individuals, no recipient/candidate match) -- not search-tractable"
butler|jack|jack,Jack Butler,99,"name too common in DIME donor pool (n=99 same-name individuals, no recipient/candidate match) -- not search-tractable"
cooke|charles|charles cw,Charles C.W. Cooke,69,"name too common in DIME donor pool (n=69 same-name individuals, no recipient/candidate match) -- not search-tractable"
caldwell|bruce|bruce,Bruce Caldwell,30,"name too common in DIME donor pool (n=30 same-name individuals, no recipient/candidate match) -- not search-tractable"
rubin|michael|michael,Michael Rubin,194,"name too common in DIME donor pool (n=194 same-name individuals, no recipient/candidate match) -- not search-tractable"
parsons|michael|michael h,Michael H. Parsons,177,"name too common in DIME donor pool (n=177 same-name individuals, no recipient/candidate match) -- not search-tractable"
geraghty|james|jim,Jim Geraghty,42,"name too common in DIME donor pool (n=42 same-name individuals, no recipient/candidate match) -- not search-tractable"
bernstein|david|david,David Bernstein,182,"name too common in DIME donor pool (n=182 same-name individuals, no recipient/candidate match) -- not search-tractable"
carr|edward|edward,Edward Carr,104,"name too common in DIME donor pool (n=104 same-name individuals, no recipient/candidate match) -- not search-tractable"
schneider|christian|christian,Christian Schneider,25,"name too common in DIME donor pool (n=25 same-name individuals, no recipient/candidate match) -- not search-tractable"
thompson|luke|luke,Luke Thompson,33,"name too common in DIME donor pool (n=33 same-name individuals, no recipient/candidate match) -- not search-tractable"
schmitt|gary|gary,Gary Schmitt,39,"name too common in DIME donor pool (n=39 same-name individuals, no recipient/candidate match) -- not search-tractable"
lowry|richard|rich,Rich Lowry,58,"name too common in DIME donor pool (n=58 same-name individuals, no recipient/candidate match) -- not search-tractable"
rice|timothy|tim,Tim Rice,162,"name too common in DIME donor pool (n=162 same-name individuals, no recipient/candidate match) -- not search-tractable"
patterson|jessica|jessica,Jessica Patterson,41,"name too common in DIME donor pool (n=41 same-name individuals, no recipient/candidate match) -- not search-tractable"
roy|alexander|alex,Alex Roy,25,"name too common in DIME donor pool (n=25 same-name individuals, no recipient/candidate match) -- not search-tractable"
jones|jeremy|jeremy,Jeremy Jones,213,"name too common in DIME donor pool (n=213 same-name individuals, no recipient/candidate match) -- not search-tractable"
callahan|maureen|maureen,Maureen Callahan,56,"name too common in DIME donor pool (n=56 same-name individuals, no recipient/candidate match) -- not search-tractable"
bednar|david|david a,David A. Bednar,26,"name too common in DIME donor pool (n=26 same-name individuals, no recipient/candidate match) -- not search-tractable"
winston|david|david,David Winston,58,"name too common in DIME donor pool (n=58 same-name individuals, no recipient/candidate match) -- not search-tractable"
mccain|cynthia|cindy,Cindy McCain,25,"name too common in DIME donor pool (n=25 same-name individuals, no recipient/candidate match) -- not search-tractable"
burrell|david|david,David Burrell,29,"name too common in DIME donor pool (n=29 same-name individuals, no recipient/candidate match) -- not search-tractable"
crawford|jan|jan,Jan Crawford,37,"name too common in DIME donor pool (n=37 same-name individuals, no recipient/candidate match) -- not search-tractable"
cohn|gary|gary,Gary Cohn,22,"name too common in DIME donor pool (n=22 same-name individuals, no recipient/candidate match) -- not search-tractable"
adams|jerome|jerome,Jerome Adams,44,"name too common in DIME donor pool (n=44 same-name individuals, no recipient/candidate match) -- not search-tractable"
russell|catherine|catherine,Catherine Russell,59,"name too common in DIME donor pool (n=59 same-name individuals, no recipient/candidate match) -- not search-tractable"
marks|peter|peter,Dr. Peter Marks,51,"name too common in DIME donor pool (n=51 same-name individuals, no recipient/candidate match) -- not search-tractable"
drake|michael|michael,Michael Drake,123,"name too common in DIME donor pool (n=123 same-name individuals, no recipient/candidate match) -- not search-tractable"
smith|brad|brad,Brad Smith,420,"name too common in DIME donor pool (n=420 same-name individuals, no recipient/candidate match) -- not search-tractable"
burton|paul|paul,Paul Burton,78,"name too common in DIME donor pool (n=78 same-name individuals, no recipient/candidate match) -- not search-tractable"
williams|holly|holly,Holly Williams,131,"name too common in DIME donor pool (n=131 same-name individuals, no recipient/candidate match) -- not search-tractable"
collins|francis|francis,Francis Collins,54,"name too common in DIME donor pool (n=54 same-name individuals, no recipient/candidate match) -- not search-tractable"
schneider|robert|rob,Rob Schneider,486,"name too common in DIME donor pool (n=486 same-name individuals, no recipient/candidate match) -- not search-tractable"
reed|sharon|sharon,Sharon Reed,128,"name too common in DIME donor pool (n=128 same-name individuals, no recipient/candidate match) -- not search-tractable"
green|adam|adam,Adam Green,119,"name too common in DIME donor pool (n=119 same-name individuals, no recipient/candidate match) -- not search-tractable"
shuster|david|david,David Shuster,25,"name too common in DIME donor pool (n=25 same-name individuals, no recipient/candidate match) -- not search-tractable"
santana|carlos|carlos,Carlos Santana,28,"name too common in DIME donor pool (n=28 same-name individuals, no recipient/candidate match) -- not search-tractable"
frey|kevin|kevin,Kevin Frey,29,"name too common in DIME donor pool (n=29 same-name individuals, no recipient/candidate match) -- not search-tractable"
smith|stacey|stacey l,Stacey L. Smith,188,"name too common in DIME donor pool (n=188 same-name individuals, no recipient/candidate match) -- not search-tractable"
page|susan|susan,Susan Page,99,"name too common in DIME donor pool (n=99 same-name individuals, no recipient/candidate match) -- not search-tractable"
wilson|stephanie|stephanie,Dr. Stephanie Wilson,261,"name too common in DIME donor pool (n=261 same-name individuals, no recipient/candidate match) -- not search-tractable"
guzman|monica|monica,Mónica Guzmán,28,"name too common in DIME donor pool (n=28 same-name individuals, no recipient/candidate match) -- not search-tractable"
allen|carl|carl,Carl Allen,113,"name too common in DIME donor pool (n=113 same-name individuals, no recipient/candidate match) -- not search-tractable"
barr|elizabeth|beth allison,Dr. Beth Allison Barr,68,"name too common in DIME donor pool (n=68 same-name individuals, no recipient/candidate match) -- not search-tractable"
mason|julie|julie,Julie Mason,56,"name too common in DIME donor pool (n=56 same-name individuals, no recipient/candidate match) -- not search-tractable"
carney|katherine|kate,Kate Carney,32,"name too common in DIME donor pool (n=32 same-name individuals, no recipient/candidate match) -- not search-tractable"
cohen|katherine|kate,Kate Cohen,109,"name too common in DIME donor pool (n=109 same-name individuals, no recipient/candidate match) -- not search-tractable"
robison|matthew|matt,Matt Robison,30,"name too common in DIME donor pool (n=30 same-name individuals, no recipient/candidate match) -- not search-tractable"
rose|todd|todd,Dr. Todd Rose,33,"name too common in DIME donor pool (n=33 same-name individuals, no recipient/candidate match) -- not search-tractable"
ross|melanie|melanie,Melanie Ross,37,"name too common in DIME donor pool (n=37 same-name individuals, no recipient/candidate match) -- not search-tractable"
lewis|josh|josh,Josh Lewis,39,"name too common in DIME donor pool (n=39 same-name individuals, no recipient/candidate match) -- not search-tractable"
edwards|brad|brad,Brad Edwards,32,"name too common in DIME donor pool (n=32 same-name individuals, no recipient/candidate match) -- not search-tractable"
