topic,coherence,exclusivity,prop,top_words,frex_words,register,estimate,se,t,p,ci_low,ci_high,est_show,se_show,p_show,ci_low_show,ci_high_show,survives_bonferroni_clustered,se_inflation
61,-89.8431372285714,9.84437298552885,0.0100853439084462,january th pardon donald capitol law election day justice convicted prison fund,pardon pardoned january impeachment pardons capitol slush impeach impeached pardoning convicted oath,False,-0.0017308291845127,0.0003269562613124,-5.29376369048551,1.20489489623747e-07,-0.0023716634566851,-0.0010899949123403,-0.0017655923239653,0.0009334510279995,0.0599928513062182,-0.00359515633884432,6.397169091372002e-05,False,2.8549721735030693
62,-121.529380321261,9.84803094417044,0.0067317704529956,canada world greenland nato peace america united states prize canadian prime minister,greenland canada canadian prize nobel denmark carney canadians davos fifa trudeau nato,False,-0.0005728622225394,0.0002898711538294,-1.97626502317117,0.0481320003942372,-0.0011410096840451,-4.71476103368991e-06,-0.0006307185462274,0.000501149671582,0.209647984447103,-0.0016129719025281199,0.00035153481007331986,False,1.7288704479954748
63,-79.76949696859,9.94011300790506,0.0156835846467389,money million dollars financial company billion pay buy bank business dollar gold,crypto bitcoin currency banks coin dollar financial gold silver money stock cryptocurrency,False,0.0009991826385154,0.0003542350016761,2.8206773294216,0.0047947247034155,0.0003048820352302,0.0016934832418006,0.0015733070839461,0.0010928597322873,0.151521704972076,-0.0005686979913370081,0.003715312159229208,False,3.0851263345415325
64,-86.885376132041,9.94867640886597,0.0121097135679866,military defense pete hegseth army service pentagon force general secretary combat command,hegseth marines pete combat marine pentagon generals veterans commander command army admiral,False,7.26172506868773e-05,0.0003806561276533,0.190768637128045,0.848707882063894,-0.0006734687595137,0.0008187032608875,-7.1255147361481e-05,0.0011857585071143,0.952141403923382,-0.0023953418213055093,0.002252831526582547,False,3.1150385373390965
65,-84.6039835094078,9.93789390408528,0.0161594705542157,tax money dollars government billion taxes budget pay state cuts spending cut,tax medicaid taxes budget cuts medicare snap programs trillion taxpayer taxpayers spending,False,0.0028080657715495,0.0004929701612085,5.6962185392025,1.23398168907721e-08,0.0018418442555808,0.0037742872875181,0.0036401856747614,0.0011409993166378,0.0016476353600357,0.0014038270141513124,0.005876544335371488,False,2.3145403239836626
66,-53.1851354072193,9.8056610368414,0.029467119964857,feel different i've person life sense bit thinking experience thought work having,brain feeling universe feel experience experiences felt personality emotional emily feels anxiety,False,-0.0024810386015743,0.0005253646384379,-4.72250779753844,2.33786153586511e-06,-0.0035107532929128,-0.0014513239102359,-0.0023636502050426,0.0022552695448218,0.295864885967908,-0.006783978512893328,0.0020566781028081276,False,4.292769973113409
67,-114.143778373274,9.95801508611958,0.0099631609709611,obama bush george reagan clinton barack soviet nixon wasn't union remember thought,bush reagan nixon ronald barack carter obama obama's soviet roosevelt george fdr,False,0.0006118037597537,0.0003007476186399,2.03427632285359,0.0419306837001771,2.23384272195467e-05,0.0012012690922879,0.0007594015812453,0.0010453606907255,0.468404295052832,-0.0012895053725766798,0.00280830853506728,False,3.475873542916268
68,-73.3932199990973,9.92946133215506,0.009815249267239,israel netanyahu gaza hamas israeli peace state support israel's aid foreign middle,netanyahu bibi israel israel's netanyahu's benjamin un accords hostages hamas two-state aipac,False,-0.0002980643529751,0.0004827416443906,-0.617440729298155,0.5369477699316,-0.0012442379759807,0.0006481092700304,-0.000769452326421,0.0011508478106364,0.504516491371006,-0.003025114035268344,0.0014862093824263441,False,2.383982869530967
69,-47.4854783429281,9.86715390160822,0.0330008988191194,power believe political america system problem better american understand world politics idea,values institutions disagree agree moral ideas society problems fundamentally principles system fundamental,False,0.001229648421756,0.0004376914704323,2.80939544136263,0.0049660025451133,0.0003717731397085,0.0020875237038034,0.0016117107686196,0.0017507038893045,0.358353609888051,-0.0018196688544172201,0.00504309039165642,False,3.999858365015341
70,-62.6689609711315,9.96724722013925,0.0235624286707515,republicans democrats bill senate house congress republican vote senator johnson shutdown committee,shutdown speaker filibuster johnson senators bill thune senate schumer reconciliation republicans legislation,False,-0.0007761221560822,0.0005585499820352,-1.38953035725497,0.164679690300839,-0.0018708801208713,0.0003186358087069,-0.0005645345938458,0.0026274665551814,0.830094082992081,-0.005714369042001345,0.004585299854309745,False,4.704084933648456
71,-100.829145063582,9.98154239077116,0.0065962480313198,maine susan graham plattner collins matt sexual allegations platner eric nazi swalwell,plattner platner swalwell maine susan gaetz collins tattoo mills janet allegations rape,False,-0.000586487534573,0.0003624274114513,-1.61822068652186,0.1056233588094,-0.0012968452610176,0.0001238701918714,-0.0005782328928942,0.0007058423014791,0.413632220621131,-0.001961683803793236,0.0008052180180048359,False,1.9475411604564716
72,-91.2759001291382,9.95237770342023,0.0138241861166332,fbi intelligence director information patel security investigation kash national tulsi classified gabbard,tulsi patel gabbard kash fbi classified bongino pulte director whistleblower dni bolton,False,0.0022813435364375,0.0004593780841876,4.96615666912362,6.85888788153983e-07,0.0013809624914298,0.0031817245814453,0.0024697656433453,0.0012326603808209,0.0464484539236577,5.375129693633608e-05,0.004885779989754264,False,2.6833243100850854
73,-110.883634032799,9.86882353910279,0.010128821792575,town san thank day area place county francisco park california jersey chicago,san francisco town lake oakland bay park hall lee jersey diego parks,False,0.0008335674786909,0.0003142802746581,2.65230606533524,0.0079977292509047,0.000217578140361,0.0014495568170209,0.0007611612517831,0.0012252929125268,0.535163413242219,-0.0016404128567694281,0.0031627353603356284,False,3.898726745926943
74,-120.772658675026,9.9004878072897,0.0103696823314963,charlie kirk violence news cbs speech jimmy assassination kimmel political fox left,kimmel kirk charlie colbert fcc kirk's cbs barry paramount carr abc jimmy,False,0.0021567920726701,0.0003946241402546,5.46543369414357,4.64678375077801e-08,0.001383328757771,0.0029302553875691,0.0021077034982924,0.000834580526975,0.01232248293136,0.00047192566542139983,0.0037434813311633995,False,2.1148744890177094
75,-139.418815587381,9.91991429476333,0.0031483211908374,scott graham lindsey mitch mcconnell senator south donald republican mccain jennings lindsay,lindsey mcconnell mitch jennings scott graham mccain lindsay graham's mcconnell's senator kentucky,False,-4.12232836683775e-05,0.0001794308638094,-0.229744664842916,0.818291424076895,-0.0003929077767349,0.0003104612093981,-0.0001040426618342,0.0003114642761247,0.738693161734488,-0.000714512643038612,0.000506427319370212,False,1.7358456037727834
