topic,coherence,exclusivity,prop,top_words,frex_words,register,estimate,se,t,p,ci_low,ci_high,est_show,se_show,p_show
35,-85.7197061478864,9.943161969502,0.014144078944934,state texas republican senate race georgia governor primary seat carolina district florida,paxton cornyn tallarico ken georgia texas iowa crockett ossoff kemp seat jasmine,FALSE,0.00190189198891007,0.000453682307233468,4.19212289874762,2.76981895802157e-05,0.00101267466673248,0.00279110931108767,0.00205989754491447,0.00184310455568433,0.265055160531404
36,-57.1756830225083,9.9218271409312,0.0270383177113261,kids family life children school parents young went i've day love tell,parents kids mom dad kid mother child family daughter father wife children,FALSE,0.00547066446138886,0.000436403528577036,12.5357933727686,5.60521159182723e-36,0.00461531354537786,0.00632601537739985,0.00699091747814141,0.00152721553170809,8.21097867552891e-06
37,-114.248859830722,9.87650415869138,0.00779397549528338,venezuela cuba drug maduro mexico government military drugs boat united regime venezuelan,maduro cuba venezuela cartels colombia cuban venezuelan boats caribbean cartel castro narco,FALSE,-0.000581313280668271,0.000439789027081933,-1.3218003289563,0.186242618425205,-0.00144329977374886,0.000280673212412317,-0.000994384353442545,0.000737098757297044,0.17883062164888
38,-91.8270296196925,9.97441996777525,0.00572124001250647,pope church catholic francis leo catholics rome vatican religious roman cardinal protestant,pope vatican francis catholic popes catholics catholicism leo cardinal bishops sspx protestant,FALSE,0.00375237021701855,0.000361175194381708,10.3893353568818,2.99783932568325e-25,0.0030444668360304,0.00446027359800669,0.00380283003223951,0.00234784134459015,0.106853980940306
39,-96.6208684280039,9.74095933706268,0.0178393474269631,maga tucker left i've person carlson nick says bad she's feel guess,tucker carlson nick fuentes rogan influencers hassan marjorie maga greene taylor creators,FALSE,-0.00102063072211238,0.000525977481380116,-1.94044566211151,0.0523329504332984,-0.00205154658561741,1.02851413926429e-05,-0.00100546409626934,0.00183741435201822,0.584833811052781
40,-81.8705222232981,9.95568377943298,0.0162219611516415,book school read books students university write history writing wrote college reading,book books students yale professor teach author school classroom graduate academic teaching,FALSE,-0.000221901385356846,0.00035036724131049,-0.633339419880869,0.52651583384124,-0.000908621178325406,0.000464818407611714,-0.000306394052487381,0.0013861883510084,0.825289615936622
41,-64.278322873477,9.93819589804025,0.015110981590629,democratic party democrats candidates california primary democrat candidate running governor run race,bernie aoc sanders gavin newsom pratt dsa spanberger candidates steyer spencer primaries,FALSE,-0.00113257087737531,0.00046895985185591,-2.41507001696021,0.0157368818899522,-0.00205173218701289,-0.000213409567737724,-0.0010792618162732,0.00154354922877616,0.48522643253574
42,-97.2525061302931,9.8802496666457,0.00956901048935065,china chinese taiwan korea xi japan north united china's states world communist,taiwan xi jinping chinese china beijing china's korea japan ccp korean philippines,FALSE,-0.000524570929910633,0.000373967569606447,-1.40271770213304,0.160709219100517,-0.00125754736633927,0.000208405506518003,-0.000735438695391618,0.00148310614967803,0.620520055615664
43,-86.3039159034369,9.93763563661261,0.0129794265766083,news morning secretary quote today mr yesterday rubio united america week states,rubio marco mr secretary noem morning kristi friday yesterday mullen gentlemen tuesday,FALSE,0.00318972419981421,0.000372436552146399,8.56447677176534,1.12588624605157e-17,0.00245974855760727,0.00391969984202115,0.00337926947944985,0.00157659361570739,0.0332767039768065
44,-80.2428555854341,9.96509894847351,0.0150568617875019,election vote voting state states elections voter ballot votes ballots republicans virginia,ballots redistricting voting mail-in gerrymandering voter id maps ballot registration districts mail,FALSE,-0.000666983127647701,0.000512968523072038,-1.30024182313041,0.193525998876977,-0.00167240143286889,0.000338435177573492,-0.000865187206570777,0.00128708593547749,0.502220542071398
