show_id,nw,pol_rate,share_political
1728340033,471523,96.34736799689517,0.1772521923996811
1730358737,99556,421.47133271726466,0.6858695652173913
1743030473,419375,219.61251862891208,0.47260686333534013
1750591415,545362,58.38323902288755,0.10550778526609342
1751785203,356471,113.81009955929093,0.2100472016183412
1763234285,4787,152.49634426571964,0.3333333333333333
1767877239,307587,89.82824371641193,0.15815485996705106
1774505095,385554,177.61454945351366,0.36734028683181225
1785081636,114217,165.8247021021389,0.3216494845360825
1788738240,654,0.0,0.0
1788891712,323729,214.59307012964547,0.38714555765595465
1790957194,853677,247.6697861134832,0.4889017007783223
1794450472,117047,152.75914803455024,0.3145589798087141
1795032531,332923,188.90253902554045,0.4011406844106464
1798460240,99461,308.7642392495551,0.5648148148148148
1800671132,738276,140.57073506385146,0.2706060097364445
1801103648,6614,116.41971575446023,0.2
1805186512,537824,101.87347533765693,0.19783325482807348
1809246826,75112,220.870167216956,0.4353518821603928
1810218232,437008,189.03544099879178,0.3944666286366229
1818418128,203155,174.00507002042775,0.34750462107208874
1818658022,177646,235.13054051315538,0.45115332428765265
1820648828,548931,148.54325953535144,0.2980769230769231
1822142909,274811,128.12442005596574,0.22565217391304349
1839861250,232197,106.15985563982308,0.20926430517711173
1843478428,626322,163.74963676830768,0.33864624301386875
1849994842,5196,59.6612779060816,0.06818181818181818
1865794721,561781,46.299180641566736,0.07884301376253791
1868807558,170807,232.01625226132418,0.4811320754716981
1869456664,167390,188.00406236931715,0.36422881969587256
1871531782,4542,103.47864376926464,0.13513513513513514
1871628261,76171,301.5583358496016,0.6219709208400647
1871930209,3287,139.94523881959233,0.18518518518518517
1873028393,115435,230.5193398882488,0.4648478488982162
1874174561,57254,261.815768330597,0.5238095238095238
1875402719,451,133.03769401330376,0.2
1876034889,137955,195.86096915660906,0.4012400354295837
1877144831,167936,133.14596036585365,0.25181950509461426
1880163995,1403967,207.2769516662429,0.4287508973438622
1884144340,5858,95.59576647319905,0.14583333333333334
1886801652,78344,203.33401409169812,0.4108527131782946
1889550138,1858,59.20344456404736,0.0
1889705401,114440,158.68577420482347,0.3238822246455834
1896576050,24661,283.4434937755971,0.5812807881773399
1896897095,6479,212.99583269022997,0.4339622641509434
