show_id,imper_syn,imper_rx,you_rx,you_declar,nw,episodes,passages,imper_syn_z,imper_rx_z,you_rx_z,dir_z,fmt_pos,you_declar_z,dir_z_declar
402306412,58.29989969909729,22.254262788365097,210.04419508525578,113.81801654964895,255232.0,22.0,2083.0,-0.2500877946858786,-0.5227937999024794,-0.33118902522205707,-0.36802353993680503,-0.38174636475772994,-0.4562120838186093,-0.40969789280232244
