show_id,nw,imper_syn,imper_rx,you_rx,lean,solo,n_hosts,ep_len,words,avg_host_cfscore,show,side,inten,dir_z
1536984072,1192915,3728.829058501978,2231.8290384715456,19698.714130466687,R,solo,1.0,70.0,1193035,-0.977,The Dishcast with Andrew Sullivan,0.0379537953795379,0.4042904290429043,-0.0480436857791768
1538788132,750171,4400.377786379581,1355.3789471447049,13096.483182528787,L,solo,1.0,49.0,821833,,Tangle,-0.0770252324037184,0.3452855245683931,-1.012851422478337
1548086514,541521,5691.2921662975705,1801.6591210044164,16874.63972305099,R,solo,1.0,24.0,541521,,The Arena,0.4836601307189542,0.6274509803921569,-0.05520358908101969
1548554104,1092528,4186.651662651903,1510.4588098888355,19303.24242477111,L,solo,1.0,85.0,1092916,,Volts,-0.4702797202797202,0.5087412587412588,-0.4258045152204056
1549272440,234212,7799.0249107589025,2383.853079264547,14732.173494322586,L,multi,2.0,15.0,247110,,The Daily Punch,-0.0422039859320046,0.107854630715123,0.6862808108202213
1549502623,1071217,5206.331113357751,1720.020430646538,17548.259800645556,L,multi,2.0,77.0,1084694,,Cleanup on Aisle 45 with AG & Harry Dunn,-0.3636363636363636,0.4282296650717703,-0.17635856462782729
1549624070,1438673,3053.761774781966,1469.0797003129674,17086.149738622757,L,multi,2.0,111.0,1441726,-0.686,Amarica's Constitution,-0.06875753920386,0.1773220747889023,-0.944865876507985
1551206847,1138348,4363.49064569356,1827.529833783215,16005.75444790904,L,multi,4.0,86.0,1183877,0.0056666666666666,#SistersInLaw,-0.431701030927835,0.4677835051546392,-0.46427016267277593
1551582052,977328,4820.377776448838,2107.778568028766,20866.306063751297,L,solo,1.0,66.0,1003362,,The Lincoln Project,-0.4709219858156028,0.5815602836879432,0.2618793005063222
1567204040,223778,4090.81583532441,2686.355042040393,18903.94323327594,R,solo,1.0,41.5,225132,0.849,The Drill Down with Peter Schweizer,0.5135135135135135,0.6148648648648649,0.26979553005756834
1568505052,1395715,4120.184726410024,1668.5336433728075,14414.142141634682,L,solo,1.0,102.5,1397632,,MOATS with George Galloway,-0.0901339829476248,0.5213154689403167,-0.7699305447561199
1570045623,1552833,5657.961349053648,2608.388820321538,17929.744231386365,L,multi,2.0,115.0,1578948,-0.9107,Breaking Points with Krystal and Saagar,-0.1682758620689655,0.4855172413793103,0.5469606271813514
1570380458,893994,4764.048918127481,2224.101765609172,17684.507912193847,R,solo,1.0,81.0,901684,1.373,The Victor Davis Hanson Show,0.6651017214397497,0.7183098591549296,0.04312659951833895
1570432345,764745,3488.49012697876,2021.96791568245,17894.88990024867,L,solo,1.0,58.0,764997,0.595,Firing Line with Margaret Hoover,-0.0966887417218543,0.3748344370860927,-0.4042036048743752
