show_id,show,inten,side,lean,solo,n_hosts,ep_len,mfte_z,vimp_z,pp2_z,outrage_z,rank,episodes_per_week,avg_episode_minutes,first_pub_date,hours_available,episode_count,age_years,n_dates_charted,mean_rank,best_rank,last_rank_x,persistence,n_reviews,mean_rating,share5,share1,first,last,rev_len,span_days,reviews_per_month,capped,ad_share,R,solo_,log_epw,log_rank,log_revpm,log_nrev,addr_full,addr_noad,ad_share2,slope_charted,slope_censored,first_rank,last_rank_y,charted_last,rank_sd
1043245989,The Dig,0.5209486166007905,-0.4956521739130435,L,solo,1.0,141.5,-1.4132966783562773,-1.4639315808080346,-1.36266177590452,-0.7738103755553881,164,0.97,95.1,2015-09-24T04:00:00+00:00,860.62,547,10.798083504449009,24,187.9583333333333,164.0,189.0,1.0,,,,,,,,,,,0.0278427152522666,0.0,1.0,0.6780335427498971,5.099866427824199,,,-1.5682118617383316,-1.5750848370179598,0.0206477937192385,10.630604570436756,10.630604570436756,164.0,189.0,1,5.103103630798288
1050430296,The New Yorker Radio Hour,0.4067796610169492,-0.3574730354391371,L,solo,1.0,37.0,0.2241725046339849,-0.1300941943843609,0.5784392036523308,-0.9687955385250268,8,1.87,29.6,2015-10-17T04:00:00+00:00,515.82,1047,10.735112936344969,24,26.20833333333333,8.0,27.0,1.0,,,,,,,,,,,0.068312757201646,0.0,1.0,1.0543120297715298,2.079441541679836,,,0.1643814697817412,-0.123201580225371,0.0693658101886232,8.079259473531966,8.079259473531966,8.0,27.0,1,3.878358759406698
1057255460,The NPR Politics Podcast,0.1407089151450053,-0.112781954887218,L,multi,2.0,24.0,-0.1738523601087785,0.521851505442797,-0.8695562256603541,-1.0395519481994393,9,5.19,17.3,2020-01-25T01:48:30+00:00,505.22,1750,6.461327857631759,24,7.083333333333333,7.0,7.0,1.0,450.0,2.871111111111111,0.34,0.3511111111111111,2021-04-13 02:21:17+00:00,2026-09-16 10:28:31+00:00,33.0,1982.0,6.902119071644803,False,0.0176070736920073,0.0,0.0,1.8229350866965048,2.19722457733622,2.0671309604209496,6.111467339502679,-0.4385799037390022,-0.4100493383159658,0.0140267522091756,-0.8504483656349439,-0.8504483656349439,9.0,7.0,1,0.40824829046386296
1060110806,The Nation Podcasts,0.5234441602728048,-0.4978687127024723,L,multi,3.0,51.0,-0.9080088418797652,-0.9463566634974078,-0.8696610202621228,-0.5687223968859602,214,2.12,44.5,2015-11-18T04:30:47+00:00,873.8,1179,10.647501711156742,24,172.79166666666666,171.0,171.0,1.0,,,,,,,,,,,0.0074357697131917,0.0,0.0,1.1378330018213911,5.365976015021851,,,-1.1132929027787073,-1.081986169386287,0.0058965616470608,-18.284639861151305,-18.284639861151305,214.0,171.0,1,8.777338244973055
1072469956,Fox Across America w/ Jimmy Failla,0.7661574618096357,0.7215041128084606,R,solo,1.0,158.0,1.433264392718696,1.3211830338583,1.5453457515790918,0.8928018710561035,101,6.69,95.8,2020-04-24T02:23:00+00:00,3464.28,2170,6.2149212867898695,24,90.45833333333331,90.0,90.0,1.0,100.0,4.13,0.7,0.15,2017-07-09 14:33:16+00:00,2026-06-07 23:43:58+00:00,33.0,3255.0,0.93394777265745,False,0.0143566719369947,1.0,1.0,2.0399207835175526,4.61512051684126,0.6595633918357778,4.61512051684126,1.398597035915845,1.5218643174993949,0.0113845652963347,-4.677466010992206,-4.677466010992206,101.0,90.0,1,2.2453655975512468
1093260018,Slate News,0.3661137440758293,-0.3258293838862559,L,,0.0,50.0,-0.0252078719481131,-0.310326481921635,0.2599107380254086,-0.8507545482310158,141,4.58,35.5,2006-03-03T00:00:00+00:00,2880.9,4870,20.36139630390144,24,164.0,141.0,165.0,1.0,50.0,2.74,0.32,0.42,2020-12-03 03:59:36+00:00,2026-07-01 01:11:52+00:00,35.5,2035.0,0.7469287469287469,False,0.0966413033330221,0.0,0.0,1.7191887763932197,4.948759890378168,0.5578592443606458,3.9318256327243257,0.5745961544820921,0.2233167854455133,0.0853643136759692,10.20538038761929,10.20538038761929,141.0,165.0,1,4.898979485566356
1111319839,The Conversation with Dasha Burns,0.2137931034482758,-0.057471264367816,L,solo,1.0,47.0,-0.4556822012925858,-0.7435106756904066,-0.1678537268947649,-0.7444531648907673,169,1.03,34.8,2016-05-06T02:37:48+00:00,318.24,549,10.182067077344286,24,238.9583333333333,169.0,242.0,1.0,200.0,3.315,0.435,0.275,2017-03-03 16:35:26+00:00,2026-09-13 16:24:00+00:00,31.0,3480.0,1.747126436781609,False,0.0013041345682218,0.0,1.0,0.708035793053696,5.1298987149230735,1.0105554332769269,5.303304908059076,-0.2647362961028268,-0.1723398625792394,0.0018142529683422,31.041365345675437,31.041365345675437,169.0,242.0,1,14.901062601931
1112258664,Russian Roulette,0.0527681660899653,-0.0406574394463667,L,multi,2.0,56.0,-1.3242221824474432,-1.3530349223179337,-1.2954094425769525,-1.079926497115938,246,0.37,44.1,2018-02-28T05:00:00+00:00,119.9,163,8.366872005475702,1,246.0,246.0,246.0,0.0416666666666666,,,,,,,,,,,0.0,0.0,0.0,0.31481073984003355,5.5053315359323625,,,-1.4718698877793772,-1.4240428329877743,0.0,,2.1261209140873674,246.0,246.0,0,
1138657182,Liberty Lockdown,0.6588089330024814,0.413151364764268,R,solo,1.0,91.5,0.4638930456594285,-0.3340069114623548,1.261793002781212,1.0976299523099338,70,1.66,68.7,2020-04-27T23:19:44+00:00,616.28,538,6.206707734428473,24,90.125,70.0,91.0,1.0,100.0,4.43,0.79,0.06,2024-02-04 11:18:49+00:00,2026-08-07 22:54:40+00:00,32.0,915.0,3.322404371584699,False,0.0201643783702697,1.0,1.0,0.9783261227936076,4.248495242049359,1.463811814926233,4.61512051684126,0.6605690114188089,0.6816478195100482,0.0153638425420487,8.929707839166904,8.929707839166904,70.0,91.0,1,4.286607049870562
1147092464,Opening Arguments,0.4070351758793969,-0.3185929648241206,L,multi,2.0,95.0,0.5487179424460266,0.4416547595104756,0.6557811253815775,-0.3650081493590009,130,2.44,65.4,2016-08-24T01:18:24+00:00,1372.19,1259,9.880903490759753,24,140.54166666666666,130.0,141.0,1.0,150.0,3.693333333333333,0.6133333333333333,0.2466666666666666,2024-02-08 07:40:44+00:00,2026-09-07 18:11:23+00:00,33.0,942.0,4.840764331210191,False,0.0407623295070508,0.0,0.0,1.235471471385307,4.867534450455582,1.7648616669081567,5.017279836814924,0.3993726910291633,0.339497910856623,0.0397934193662999,4.6774660109921875,4.6774660109921875,130.0,141.0,1,2.2453655975512468
