review_id,show_id,rating,n_cats,connection,companionship,direct_address,emotion,loyalty,praise_person,praise_content,agreement,anti_media,hostility,disagreement
2064143666,791564318,5,1,0,0,0,0,0,0,1,0,0,0,0
11723197490,1586423406,5,1,0,0,0,0,0,0,1,0,0,0,0
13425597685,1535384390,5,1,0,0,0,0,0,0,1,0,0,0,0
11216564193,791564318,5,1,0,0,0,1,0,0,0,0,0,0,0
14536830840,1750591415,1,3,0,0,0,1,0,0,0,0,0,1,1
1610669858,1111319839,1,1,0,0,0,0,0,0,0,0,0,1,0
3095663932,1408796715,5,2,0,0,0,1,0,0,1,0,0,0,0
14112113882,1529346075,5,1,0,0,0,0,0,0,0,1,0,0,0
7881717525,1536984072,5,3,0,0,1,0,0,1,1,0,0,0,0
12327489286,1607829807,5,2,0,0,0,0,0,1,1,0,0,0,0
10904250445,1654162813,5,5,0,1,1,0,1,0,1,1,0,0,0
7915311896,1476110521,2,3,0,0,1,0,0,0,0,0,0,1,1
10155041638,1309354521,2,1,0,0,0,0,0,0,0,0,0,0,1
12112580566,1570432345,5,3,0,0,0,1,0,1,1,0,0,0,0
11226147371,387042247,5,1,0,0,0,0,0,0,1,0,0,0,0
12708789795,1485351658,5,1,0,0,0,0,0,0,1,0,0,0,0
11433701278,402306412,5,1,0,0,0,0,0,0,1,0,0,0,0
6377912107,1452065072,5,1,0,0,0,0,0,0,1,0,0,0,0
11894468662,1535384390,5,1,0,0,0,0,0,1,0,0,0,0,0
12313397560,1441649707,1,1,0,0,0,0,0,0,0,0,0,1,0
11649061097,929121341,5,2,0,0,0,0,0,0,1,1,0,0,0
7992159000,1476110521,3,1,0,0,0,0,0,0,0,0,0,1,0
14535288228,1730358737,5,1,0,0,0,0,0,0,0,0,0,1,0
12145924083,1551206847,5,2,0,0,0,1,0,0,1,0,0,0,0
3733235305,1364113251,4,3,0,0,0,0,0,0,1,1,1,0,0
11755775784,1645614328,5,3,0,0,1,1,0,0,1,0,0,0,0
9203456306,380996798,5,2,0,0,1,0,0,0,1,0,0,0,0
1203043815,969924303,5,3,0,0,1,1,0,0,1,0,0,0,0
11805379382,1551206847,5,2,0,0,0,0,0,1,1,0,0,0,0
10995958086,1725387804,5,1,0,0,0,0,0,0,0,0,0,1,0
10614785293,1314170606,2,1,0,0,0,0,0,0,0,0,0,1,0
